Question_No,Question,Topic_tags,Acceptance_rate,isPremium,Difficulty,Question_Link,Solution
1469, Find All The Lonely Nodes,"['Tree', 'Depth-First Search', '2+']",83.80%,TRUE,Easy,https://leetcode.com/problems/find-all-the-lonely-nodes/description,https://leetcode.com/problems/find-all-the-lonely-nodes/solutions
1470, Shuffle the Array,['Array'],88.70%,FALSE,Easy,https://leetcode.com/problems/shuffle-the-array/description,https://leetcode.com/problems/shuffle-the-array/solutions
1471, The k Strongest Values in an Array,"['Array', 'Two Pointers', 'Sorting']",61.50%,FALSE,Medium,https://leetcode.com/problems/the-k-strongest-values-in-an-array/description,https://leetcode.com/problems/the-k-strongest-values-in-an-array/solutions
1472, Design Browser History,"['Array', 'Linked List', 'Stack', '3+']",77.70%,FALSE,Medium,https://leetcode.com/problems/design-browser-history/description,https://leetcode.com/problems/design-browser-history/solutions
1473, Paint House III,"['Array', 'Dynamic Programming']",61.00%,FALSE,Hard,https://leetcode.com/problems/paint-house-iii/description,https://leetcode.com/problems/paint-house-iii/solutions
1474, Delete N Nodes After M Nodes of a Linked List,['Linked List'],73.40%,TRUE,Easy,https://leetcode.com/problems/delete-n-nodes-after-m-nodes-of-a-linked-list/description,https://leetcode.com/problems/delete-n-nodes-after-m-nodes-of-a-linked-list/solutions
1475, Final Prices With a Special Discount in a Shop,"['Array', 'Stack', 'Monotonic Stack']",78.70%,FALSE,Easy,https://leetcode.com/problems/final-prices-with-a-special-discount-in-a-shop/description,https://leetcode.com/problems/final-prices-with-a-special-discount-in-a-shop/solutions
1476, Subrectangle Queries,"['Array', 'Design', 'Matrix']",88.20%,FALSE,Medium,https://leetcode.com/problems/subrectangle-queries/description,https://leetcode.com/problems/subrectangle-queries/solutions
1477, Find Two Non-overlapping Sub-arrays Each With Target Sum,"['Array', 'Hash Table', 'Binary Search', '2+']",36.50%,FALSE,Medium,https://leetcode.com/problems/find-two-non-overlapping-sub-arrays-each-with-target-sum/description,https://leetcode.com/problems/find-two-non-overlapping-sub-arrays-each-with-target-sum/solutions
1478, Allocate Mailboxes,"['Array', 'Math', '2+']",55.60%,FALSE,Hard,https://leetcode.com/problems/allocate-mailboxes/description,https://leetcode.com/problems/allocate-mailboxes/solutions
1479, Sales by Day of the Week,['Database'],77.50%,TRUE,Hard,https://leetcode.com/problems/sales-by-day-of-the-week/description,https://leetcode.com/problems/sales-by-day-of-the-week/solutions
1480, Running Sum of 1d Array,"['Array', 'Prefix Sum']",86.90%,FALSE,Easy,https://leetcode.com/problems/running-sum-of-1d-array/description,https://leetcode.com/problems/running-sum-of-1d-array/solutions
1481, Least Number of Unique Integers after K Removals,"['Array', 'Hash Table', 'Greedy', '2+']",63.20%,FALSE,Medium,https://leetcode.com/problems/least-number-of-unique-integers-after-k-removals/description,https://leetcode.com/problems/least-number-of-unique-integers-after-k-removals/solutions
1482, Minimum Number of Days to Make m Bouquets,"['Array', 'Binary Search']",55.50%,FALSE,Medium,https://leetcode.com/problems/minimum-number-of-days-to-make-m-bouquets/description,https://leetcode.com/problems/minimum-number-of-days-to-make-m-bouquets/solutions
1483, Kth Ancestor of a Tree Node,"['Binary Search', '5+']",35.10%,FALSE,Hard,https://leetcode.com/problems/kth-ancestor-of-a-tree-node/description,https://leetcode.com/problems/kth-ancestor-of-a-tree-node/solutions
1484, Group Sold Products By The Date,['Database'],77.40%,FALSE,Easy,https://leetcode.com/problems/group-sold-products-by-the-date/description,https://leetcode.com/problems/group-sold-products-by-the-date/solutions
1485, Clone Binary Tree With Random Pointer,"['Hash Table', 'Tree', '3+']",80.70%,TRUE,Medium,https://leetcode.com/problems/clone-binary-tree-with-random-pointer/description,https://leetcode.com/problems/clone-binary-tree-with-random-pointer/solutions
1486, XOR Operation in an Array,"['Math', 'Bit Manipulation']",86.30%,FALSE,Easy,https://leetcode.com/problems/xor-operation-in-an-array/description,https://leetcode.com/problems/xor-operation-in-an-array/solutions
1487, Making File Names Unique,"['Array', 'Hash Table', 'String']",37.40%,FALSE,Medium,https://leetcode.com/problems/making-file-names-unique/description,https://leetcode.com/problems/making-file-names-unique/solutions
1488, Avoid Flood in The City,"['Array', 'Hash Table', 'Binary Search', '2+']",27.10%,FALSE,Medium,https://leetcode.com/problems/avoid-flood-in-the-city/description,https://leetcode.com/problems/avoid-flood-in-the-city/solutions
1489, Find Critical and Pseudo-Critical Edges in Minimum Spanning Tree,"['Union Find', 'Graph', 'Sorting', '2+']",67.20%,FALSE,Hard,https://leetcode.com/problems/find-critical-and-pseudo-critical-edges-in-minimum-spanning-tree/description,https://leetcode.com/problems/find-critical-and-pseudo-critical-edges-in-minimum-spanning-tree/solutions
1490, Clone N-ary Tree,"['Hash Table', 'Tree', '2+']",83.10%,TRUE,Medium,https://leetcode.com/problems/clone-n-ary-tree/description,https://leetcode.com/problems/clone-n-ary-tree/solutions
1491, Average Salary Excluding the Minimum and Maximum Salary,"['Array', 'Sorting']",63.50%,FALSE,Easy,https://leetcode.com/problems/average-salary-excluding-the-minimum-and-maximum-salary/description,https://leetcode.com/problems/average-salary-excluding-the-minimum-and-maximum-salary/solutions
1492, The kth Factor of n,"['Math', 'Number Theory']",68.60%,FALSE,Medium,https://leetcode.com/problems/the-kth-factor-of-n/description,https://leetcode.com/problems/the-kth-factor-of-n/solutions
1493, Longest Subarray of 1's After Deleting One Element,"['Array', 'Dynamic Programming', '1+']",68.10%,FALSE,Medium,https://leetcode.com/problems/longest-subarray-of-1's-after-deleting-one-element/description,https://leetcode.com/problems/longest-subarray-of-1's-after-deleting-one-element/solutions
1494, Parallel Courses II,"['Dynamic Programming', '3+']",29.60%,FALSE,Hard,https://leetcode.com/problems/parallel-courses-ii/description,https://leetcode.com/problems/parallel-courses-ii/solutions
1495, Friendly Movies Streamed Last Month,['Database'],49.00%,TRUE,Easy,https://leetcode.com/problems/friendly-movies-streamed-last-month/description,https://leetcode.com/problems/friendly-movies-streamed-last-month/solutions
1496, Path Crossing,"['Hash Table', 'String']",62.50%,FALSE,Easy,https://leetcode.com/problems/path-crossing/description,https://leetcode.com/problems/path-crossing/solutions
1497, Check If Array Pairs Are Divisible by k,"['Array', 'Hash Table', 'Counting']",46.20%,FALSE,Medium,https://leetcode.com/problems/check-if-array-pairs-are-divisible-by-k/description,https://leetcode.com/problems/check-if-array-pairs-are-divisible-by-k/solutions
1498, Number of Subsequences That Satisfy the Given Sum Condition,"['Array', 'Two Pointers', 'Binary Search', '1+']",43.60%,FALSE,Medium,https://leetcode.com/problems/number-of-subsequences-that-satisfy-the-given-sum-condition/description,https://leetcode.com/problems/number-of-subsequences-that-satisfy-the-given-sum-condition/solutions
1499, Max Value of Equation,"['Array', 'Queue', 'Sliding Window', '2+']",44.20%,FALSE,Hard,https://leetcode.com/problems/max-value-of-equation/description,https://leetcode.com/problems/max-value-of-equation/solutions
1500, Design a File Sharing System,"['Hash Table', 'Design', 'Sorting', '2+']",42.50%,TRUE,Medium,https://leetcode.com/problems/design-a-file-sharing-system/description,https://leetcode.com/problems/design-a-file-sharing-system/solutions
1501, Countries You Can Safely Invest In,['Database'],50.30%,TRUE,Medium,https://leetcode.com/problems/countries-you-can-safely-invest-in/description,https://leetcode.com/problems/countries-you-can-safely-invest-in/solutions
1502, Can Make Arithmetic Progression From Sequence,"['Array', 'Sorting']",69.50%,FALSE,Easy,https://leetcode.com/problems/can-make-arithmetic-progression-from-sequence/description,https://leetcode.com/problems/can-make-arithmetic-progression-from-sequence/solutions
1503, Last Moment Before All Ants Fall Out of a Plank,"['Array', 'Brainteaser', 'Simulation']",68.50%,FALSE,Medium,https://leetcode.com/problems/last-moment-before-all-ants-fall-out-of-a-plank/description,https://leetcode.com/problems/last-moment-before-all-ants-fall-out-of-a-plank/solutions
1504, Count Submatrices With All Ones,"['Array', 'Dynamic Programming', '3+']",57.30%,FALSE,Medium,https://leetcode.com/problems/count-submatrices-with-all-ones/description,https://leetcode.com/problems/count-submatrices-with-all-ones/solutions
1505, Minimum Possible Integer After at Most K Adjacent Swaps On Digits,"['String', 'Greedy', '2+']",40.00%,FALSE,Hard,https://leetcode.com/problems/minimum-possible-integer-after-at-most-k-adjacent-swaps-on-digits/description,https://leetcode.com/problems/minimum-possible-integer-after-at-most-k-adjacent-swaps-on-digits/solutions
1506, Find Root of N-Ary Tree,"['Hash Table', 'Bit Manipulation', 'Tree', '1+']",78.40%,TRUE,Medium,https://leetcode.com/problems/find-root-of-n-ary-tree/description,https://leetcode.com/problems/find-root-of-n-ary-tree/solutions
1507, Reformat Date,['String'],66.90%,FALSE,Easy,https://leetcode.com/problems/reformat-date/description,https://leetcode.com/problems/reformat-date/solutions
1508, Range Sum of Sorted Subarray Sums,"['Array', 'Two Pointers', 'Binary Search', '1+']",63.20%,FALSE,Medium,https://leetcode.com/problems/range-sum-of-sorted-subarray-sums/description,https://leetcode.com/problems/range-sum-of-sorted-subarray-sums/solutions
1509, Minimum Difference Between Largest and Smallest Value in Three Moves,"['Array', 'Greedy', 'Sorting']",59.20%,FALSE,Medium,https://leetcode.com/problems/minimum-difference-between-largest-and-smallest-value-in-three-moves/description,https://leetcode.com/problems/minimum-difference-between-largest-and-smallest-value-in-three-moves/solutions
1510, Stone Game IV,"['Math', 'Dynamic Programming', '1+']",59.60%,FALSE,Hard,https://leetcode.com/problems/stone-game-iv/description,https://leetcode.com/problems/stone-game-iv/solutions
1511, Customer Order Frequency,['Database'],67.40%,TRUE,Easy,https://leetcode.com/problems/customer-order-frequency/description,https://leetcode.com/problems/customer-order-frequency/solutions
1512, Number of Good Pairs,"['Array', 'Hash Table', 'Math', '1+']",89.30%,FALSE,Easy,https://leetcode.com/problems/number-of-good-pairs/description,https://leetcode.com/problems/number-of-good-pairs/solutions
1513, Number of Substrings With Only 1s,"['Math', 'String']",47.20%,FALSE,Medium,https://leetcode.com/problems/number-of-substrings-with-only-1s/description,https://leetcode.com/problems/number-of-substrings-with-only-1s/solutions
1514, Path with Maximum Probability,"['Array', 'Graph', '2+']",65.40%,FALSE,Medium,https://leetcode.com/problems/path-with-maximum-probability/description,https://leetcode.com/problems/path-with-maximum-probability/solutions
1515, Best Position for a Service Centre,"['Array', 'Math', 'Geometry', '1+']",34.60%,FALSE,Hard,https://leetcode.com/problems/best-position-for-a-service-centre/description,https://leetcode.com/problems/best-position-for-a-service-centre/solutions
1516, Move Sub-Tree of N-Ary Tree,"['Tree', 'Depth-First Search']",61.10%,TRUE,Hard,https://leetcode.com/problems/move-sub-tree-of-n-ary-tree/description,https://leetcode.com/problems/move-sub-tree-of-n-ary-tree/solutions
1517, Find Users With Valid E-Mails,['Database'],44.00%,FALSE,Easy,https://leetcode.com/problems/find-users-with-valid-e-mails/description,https://leetcode.com/problems/find-users-with-valid-e-mails/solutions
1518, Water Bottles,"['Math', 'Simulation']",71.00%,FALSE,Easy,https://leetcode.com/problems/water-bottles/description,https://leetcode.com/problems/water-bottles/solutions
1519, Number of Nodes in the Sub-Tree With the Same Label,"['Hash Table', 'Tree', '3+']",55.00%,FALSE,Medium,https://leetcode.com/problems/number-of-nodes-in-the-sub-tree-with-the-same-label/description,https://leetcode.com/problems/number-of-nodes-in-the-sub-tree-with-the-same-label/solutions
1520, Maximum Number of Non-Overlapping Substrings,"['String', 'Greedy']",39.90%,FALSE,Hard,https://leetcode.com/problems/maximum-number-of-non-overlapping-substrings/description,https://leetcode.com/problems/maximum-number-of-non-overlapping-substrings/solutions
1521, Find a Value of a Mysterious Function Closest to Target,"['Array', 'Binary Search', '2+']",45.50%,FALSE,Hard,https://leetcode.com/problems/find-a-value-of-a-mysterious-function-closest-to-target/description,https://leetcode.com/problems/find-a-value-of-a-mysterious-function-closest-to-target/solutions
1522, Diameter of N-Ary Tree,"['Tree', 'Depth-First Search']",74.50%,TRUE,Medium,https://leetcode.com/problems/diameter-of-n-ary-tree/description,https://leetcode.com/problems/diameter-of-n-ary-tree/solutions
1523, Count Odd Numbers in an Interval Range,['Math'],50.00%,FALSE,Easy,https://leetcode.com/problems/count-odd-numbers-in-an-interval-range/description,https://leetcode.com/problems/count-odd-numbers-in-an-interval-range/solutions
1524, Number of Sub-arrays With Odd Sum,"['Array', 'Math', '2+']",43.80%,FALSE,Medium,https://leetcode.com/problems/number-of-sub-arrays-with-odd-sum/description,https://leetcode.com/problems/number-of-sub-arrays-with-odd-sum/solutions
1525, Number of Good Ways to Split a String,"['Hash Table', 'String', '2+']",68.30%,FALSE,Medium,https://leetcode.com/problems/number-of-good-ways-to-split-a-string/description,https://leetcode.com/problems/number-of-good-ways-to-split-a-string/solutions
1526, Minimum Number of Increments on Subarrays to Form a Target Array,"['Array', 'Dynamic Programming', '3+']",71.80%,FALSE,Hard,https://leetcode.com/problems/minimum-number-of-increments-on-subarrays-to-form-a-target-array/description,https://leetcode.com/problems/minimum-number-of-increments-on-subarrays-to-form-a-target-array/solutions
1527, Patients With a Condition,['Database'],40.20%,FALSE,Easy,https://leetcode.com/problems/patients-with-a-condition/description,https://leetcode.com/problems/patients-with-a-condition/solutions
1528, Shuffle String,"['Array', 'String']",84.90%,FALSE,Easy,https://leetcode.com/problems/shuffle-string/description,https://leetcode.com/problems/shuffle-string/solutions
1529, Minimum Suffix Flips,"['String', 'Greedy']",73.50%,FALSE,Medium,https://leetcode.com/problems/minimum-suffix-flips/description,https://leetcode.com/problems/minimum-suffix-flips/solutions
1530, Number of Good Leaf Nodes Pairs,"['Tree', 'Depth-First Search', 'Binary Tree']",71.90%,FALSE,Medium,https://leetcode.com/problems/number-of-good-leaf-nodes-pairs/description,https://leetcode.com/problems/number-of-good-leaf-nodes-pairs/solutions
1531, String Compression II,"['String', 'Dynamic Programming']",52.40%,FALSE,Hard,https://leetcode.com/problems/string-compression-ii/description,https://leetcode.com/problems/string-compression-ii/solutions
1532, The Most Recent Three Orders,['Database'],68.60%,TRUE,Medium,https://leetcode.com/problems/the-most-recent-three-orders/description,https://leetcode.com/problems/the-most-recent-three-orders/solutions
1533, Find the Index of the Large Integer,"['Array', 'Binary Search', 'Interactive']",56.10%,TRUE,Medium,https://leetcode.com/problems/find-the-index-of-the-large-integer/description,https://leetcode.com/problems/find-the-index-of-the-large-integer/solutions
1534, Count Good Triplets,"['Array', 'Enumeration']",81.50%,FALSE,Easy,https://leetcode.com/problems/count-good-triplets/description,https://leetcode.com/problems/count-good-triplets/solutions
1535, Find the Winner of an Array Game,"['Array', 'Simulation']",56.90%,FALSE,Medium,https://leetcode.com/problems/find-the-winner-of-an-array-game/description,https://leetcode.com/problems/find-the-winner-of-an-array-game/solutions
1536, Minimum Swaps to Arrange a Binary Grid,"['Array', 'Greedy', 'Matrix']",47.80%,FALSE,Medium,https://leetcode.com/problems/minimum-swaps-to-arrange-a-binary-grid/description,https://leetcode.com/problems/minimum-swaps-to-arrange-a-binary-grid/solutions
1537, Get the Maximum Score,"['Array', 'Two Pointers', '2+']",39.70%,FALSE,Hard,https://leetcode.com/problems/get-the-maximum-score/description,https://leetcode.com/problems/get-the-maximum-score/solutions
1538, Guess the Majority in a Hidden Array,"['Array', 'Math', 'Interactive']",69.90%,TRUE,Medium,https://leetcode.com/problems/guess-the-majority-in-a-hidden-array/description,https://leetcode.com/problems/guess-the-majority-in-a-hidden-array/solutions
1539, Kth Missing Positive Number,"['Array', 'Binary Search']",61.00%,FALSE,Easy,https://leetcode.com/problems/kth-missing-positive-number/description,https://leetcode.com/problems/kth-missing-positive-number/solutions
1540, Can Convert String in K Moves,"['Hash Table', 'String']",35.60%,FALSE,Medium,https://leetcode.com/problems/can-convert-string-in-k-moves/description,https://leetcode.com/problems/can-convert-string-in-k-moves/solutions
1541, Minimum Insertions to Balance a Parentheses String,"['String', 'Stack', 'Greedy']",52.70%,FALSE,Medium,https://leetcode.com/problems/minimum-insertions-to-balance-a-parentheses-string/description,https://leetcode.com/problems/minimum-insertions-to-balance-a-parentheses-string/solutions
1542, Find Longest Awesome Substring,"['Hash Table', 'String', 'Bit Manipulation']",44.40%,FALSE,Hard,https://leetcode.com/problems/find-longest-awesome-substring/description,https://leetcode.com/problems/find-longest-awesome-substring/solutions
1543, Fix Product Name Format,['Database'],59.20%,TRUE,Easy,https://leetcode.com/problems/fix-product-name-format/description,https://leetcode.com/problems/fix-product-name-format/solutions
1544, Make The String Great,"['String', 'Stack']",68.30%,FALSE,Easy,https://leetcode.com/problems/make-the-string-great/description,https://leetcode.com/problems/make-the-string-great/solutions
1545, Find Kth Bit in Nth Binary String,"['String', 'Recursion', 'Simulation']",70.30%,FALSE,Medium,https://leetcode.com/problems/find-kth-bit-in-nth-binary-string/description,https://leetcode.com/problems/find-kth-bit-in-nth-binary-string/solutions
1546, Maximum Number of Non-Overlapping Subarrays With Sum Equals Target,"['Array', 'Hash Table', 'Greedy', '1+']",48.10%,FALSE,Medium,https://leetcode.com/problems/maximum-number-of-non-overlapping-subarrays-with-sum-equals-target/description,https://leetcode.com/problems/maximum-number-of-non-overlapping-subarrays-with-sum-equals-target/solutions
1547, Minimum Cost to Cut a Stick,"['Array', 'Dynamic Programming', 'Sorting']",61.80%,FALSE,Hard,https://leetcode.com/problems/minimum-cost-to-cut-a-stick/description,https://leetcode.com/problems/minimum-cost-to-cut-a-stick/solutions
1548, The Most Similar Path in a Graph,"['Dynamic Programming', 'Graph']",59.20%,TRUE,Hard,https://leetcode.com/problems/the-most-similar-path-in-a-graph/description,https://leetcode.com/problems/the-most-similar-path-in-a-graph/solutions
1549, The Most Recent Orders for Each Product,['Database'],64.90%,TRUE,Medium,https://leetcode.com/problems/the-most-recent-orders-for-each-product/description,https://leetcode.com/problems/the-most-recent-orders-for-each-product/solutions
1550, Three Consecutive Odds,['Array'],68.30%,FALSE,Easy,https://leetcode.com/problems/three-consecutive-odds/description,https://leetcode.com/problems/three-consecutive-odds/solutions
1551, Minimum Operations to Make Array Equal,['Math'],82.50%,FALSE,Medium,https://leetcode.com/problems/minimum-operations-to-make-array-equal/description,https://leetcode.com/problems/minimum-operations-to-make-array-equal/solutions
1552, Magnetic Force Between Two Balls,"['Array', 'Binary Search', 'Sorting']",71.10%,FALSE,Medium,https://leetcode.com/problems/magnetic-force-between-two-balls/description,https://leetcode.com/problems/magnetic-force-between-two-balls/solutions
1553, Minimum Number of Days to Eat N Oranges,"['Dynamic Programming', 'Memoization']",35.50%,FALSE,Hard,https://leetcode.com/problems/minimum-number-of-days-to-eat-n-oranges/description,https://leetcode.com/problems/minimum-number-of-days-to-eat-n-oranges/solutions
1554, Strings Differ by One Character,"['Hash Table', 'String', 'Rolling Hash', '1+']",41.50%,TRUE,Medium,https://leetcode.com/problems/strings-differ-by-one-character/description,https://leetcode.com/problems/strings-differ-by-one-character/solutions
1555, Bank Account Summary,['Database'],51.40%,TRUE,Medium,https://leetcode.com/problems/bank-account-summary/description,https://leetcode.com/problems/bank-account-summary/solutions
1556, Thousand Separator,['String'],53.70%,FALSE,Easy,https://leetcode.com/problems/thousand-separator/description,https://leetcode.com/problems/thousand-separator/solutions
1557, Minimum Number of Vertices to Reach All Nodes,['Graph'],81.00%,FALSE,Medium,https://leetcode.com/problems/minimum-number-of-vertices-to-reach-all-nodes/description,https://leetcode.com/problems/minimum-number-of-vertices-to-reach-all-nodes/solutions
1558, Minimum Numbers of Function Calls to Make Target Array,"['Array', 'Greedy', 'Bit Manipulation']",63.60%,FALSE,Medium,https://leetcode.com/problems/minimum-numbers-of-function-calls-to-make-target-array/description,https://leetcode.com/problems/minimum-numbers-of-function-calls-to-make-target-array/solutions
1559, Detect Cycles in 2D Grid,"['Array', 'Depth-First Search', '3+']",49.00%,FALSE,Medium,https://leetcode.com/problems/detect-cycles-in-2d-grid/description,https://leetcode.com/problems/detect-cycles-in-2d-grid/solutions
1560, Most Visited Sector in a Circular Track,"['Array', 'Simulation']",59.10%,FALSE,Easy,https://leetcode.com/problems/most-visited-sector-in-a-circular-track/description,https://leetcode.com/problems/most-visited-sector-in-a-circular-track/solutions
1561, Maximum Number of Coins You Can Get,"['Array', 'Math', 'Greedy', '2+']",84.50%,FALSE,Medium,https://leetcode.com/problems/maximum-number-of-coins-you-can-get/description,https://leetcode.com/problems/maximum-number-of-coins-you-can-get/solutions
1562, Find Latest Group of Size M,"['Array', 'Hash Table', 'Binary Search', '1+']",43.00%,FALSE,Medium,https://leetcode.com/problems/find-latest-group-of-size-m/description,https://leetcode.com/problems/find-latest-group-of-size-m/solutions
1563, Stone Game V,"['Array', 'Math', '2+']",41.20%,FALSE,Hard,https://leetcode.com/problems/stone-game-v/description,https://leetcode.com/problems/stone-game-v/solutions
1564, Put Boxes Into the Warehouse I,"['Array', 'Greedy', 'Sorting']",67.40%,TRUE,Medium,https://leetcode.com/problems/put-boxes-into-the-warehouse-i/description,https://leetcode.com/problems/put-boxes-into-the-warehouse-i/solutions
1565, Unique Orders and Customers Per Month,['Database'],82.10%,TRUE,Easy,https://leetcode.com/problems/unique-orders-and-customers-per-month/description,https://leetcode.com/problems/unique-orders-and-customers-per-month/solutions
1566, Detect Pattern of Length M Repeated K or More Times,"['Array', 'Enumeration']",43.40%,FALSE,Easy,https://leetcode.com/problems/detect-pattern-of-length-m-repeated-k-or-more-times/description,https://leetcode.com/problems/detect-pattern-of-length-m-repeated-k-or-more-times/solutions
1567, Maximum Length of Subarray With Positive Product,"['Array', 'Dynamic Programming', 'Greedy']",44.30%,FALSE,Medium,https://leetcode.com/problems/maximum-length-of-subarray-with-positive-product/description,https://leetcode.com/problems/maximum-length-of-subarray-with-positive-product/solutions
1568, Minimum Number of Days to Disconnect Island,"['Array', 'Depth-First Search', '3+']",59.70%,FALSE,Hard,https://leetcode.com/problems/minimum-number-of-days-to-disconnect-island/description,https://leetcode.com/problems/minimum-number-of-days-to-disconnect-island/solutions
1569, Number of Ways to Reorder Array to Get Same BST,"['Array', 'Math', 'Divide and Conquer', '7+']",53.60%,FALSE,Hard,https://leetcode.com/problems/number-of-ways-to-reorder-array-to-get-same-bst/description,https://leetcode.com/problems/number-of-ways-to-reorder-array-to-get-same-bst/solutions
1570, Dot Product of Two Sparse Vectors,"['Array', 'Hash Table', 'Two Pointers', '1+']",89.90%,TRUE,Medium,https://leetcode.com/problems/dot-product-of-two-sparse-vectors/description,https://leetcode.com/problems/dot-product-of-two-sparse-vectors/solutions
1571, Warehouse Manager,['Database'],87.60%,TRUE,Easy,https://leetcode.com/problems/warehouse-manager/description,https://leetcode.com/problems/warehouse-manager/solutions
1572, Matrix Diagonal Sum,"['Array', 'Matrix']",83.30%,FALSE,Easy,https://leetcode.com/problems/matrix-diagonal-sum/description,https://leetcode.com/problems/matrix-diagonal-sum/solutions
1573, Number of Ways to Split a String,"['Math', 'String']",33.60%,FALSE,Medium,https://leetcode.com/problems/number-of-ways-to-split-a-string/description,https://leetcode.com/problems/number-of-ways-to-split-a-string/solutions
1574, Shortest Subarray to be Removed to Make Array Sorted,"['Array', 'Two Pointers', 'Binary Search', '2+']",38.20%,FALSE,Medium,https://leetcode.com/problems/shortest-subarray-to-be-removed-to-make-array-sorted/description,https://leetcode.com/problems/shortest-subarray-to-be-removed-to-make-array-sorted/solutions
1575, Count All Possible Routes,"['Array', 'Dynamic Programming', '1+']",65.20%,FALSE,Hard,https://leetcode.com/problems/count-all-possible-routes/description,https://leetcode.com/problems/count-all-possible-routes/solutions
1576, Replace All ?'s to Avoid Consecutive Repeating Characters,['String'],46.00%,FALSE,Easy,https://leetcode.com/problems/replace-all-?'s-to-avoid-consecutive-repeating-characters/description,https://leetcode.com/problems/replace-all-?'s-to-avoid-consecutive-repeating-characters/solutions
1577, Number of Ways Where Square of Number Is Equal to Product of Two Numbers,"['Array', 'Hash Table', 'Math', '1+']",41.60%,FALSE,Medium,https://leetcode.com/problems/number-of-ways-where-square-of-number-is-equal-to-product-of-two-numbers/description,https://leetcode.com/problems/number-of-ways-where-square-of-number-is-equal-to-product-of-two-numbers/solutions
1578, Minimum Time to Make Rope Colorful,"['Array', 'String', '2+']",63.70%,FALSE,Medium,https://leetcode.com/problems/minimum-time-to-make-rope-colorful/description,https://leetcode.com/problems/minimum-time-to-make-rope-colorful/solutions
1579, Remove Max Number of Edges to Keep Graph Fully Traversable,"['Union Find', 'Graph']",70.70%,FALSE,Hard,https://leetcode.com/problems/remove-max-number-of-edges-to-keep-graph-fully-traversable/description,https://leetcode.com/problems/remove-max-number-of-edges-to-keep-graph-fully-traversable/solutions
1580, Put Boxes Into the Warehouse II,"['Array', 'Greedy', 'Sorting']",66.10%,TRUE,Medium,https://leetcode.com/problems/put-boxes-into-the-warehouse-ii/description,https://leetcode.com/problems/put-boxes-into-the-warehouse-ii/solutions
1581, Customer Who Visited but Did Not Make Any Transactions,['Database'],67.80%,FALSE,Easy,https://leetcode.com/problems/customer-who-visited-but-did-not-make-any-transactions/description,https://leetcode.com/problems/customer-who-visited-but-did-not-make-any-transactions/solutions
1582, Special Positions in a Binary Matrix,"['Array', 'Matrix']",68.70%,FALSE,Easy,https://leetcode.com/problems/special-positions-in-a-binary-matrix/description,https://leetcode.com/problems/special-positions-in-a-binary-matrix/solutions
1583, Count Unhappy Friends,"['Array', 'Simulation']",61.70%,FALSE,Medium,https://leetcode.com/problems/count-unhappy-friends/description,https://leetcode.com/problems/count-unhappy-friends/solutions
1584, Min Cost to Connect All Points,"['Array', 'Union Find', 'Graph', '1+']",67.70%,FALSE,Medium,https://leetcode.com/problems/min-cost-to-connect-all-points/description,https://leetcode.com/problems/min-cost-to-connect-all-points/solutions
1585, Check If String Is Transformable With Substring Sort Operations,"['String', 'Greedy', 'Sorting']",48.90%,FALSE,Hard,https://leetcode.com/problems/check-if-string-is-transformable-with-substring-sort-operations/description,https://leetcode.com/problems/check-if-string-is-transformable-with-substring-sort-operations/solutions
1586, Binary Search Tree Iterator II,"['Stack', 'Tree', 'Design', '3+']",62.70%,TRUE,Medium,https://leetcode.com/problems/binary-search-tree-iterator-ii/description,https://leetcode.com/problems/binary-search-tree-iterator-ii/solutions
1587, Bank Account Summary II,['Database'],83.40%,FALSE,Easy,https://leetcode.com/problems/bank-account-summary-ii/description,https://leetcode.com/problems/bank-account-summary-ii/solutions
1588, Sum of All Odd Length Subarrays,"['Array', 'Math', 'Prefix Sum']",83.30%,FALSE,Easy,https://leetcode.com/problems/sum-of-all-odd-length-subarrays/description,https://leetcode.com/problems/sum-of-all-odd-length-subarrays/solutions
1589, Maximum Sum Obtained of Any Permutation,"['Array', 'Greedy', 'Sorting', '1+']",38.60%,FALSE,Medium,https://leetcode.com/problems/maximum-sum-obtained-of-any-permutation/description,https://leetcode.com/problems/maximum-sum-obtained-of-any-permutation/solutions
1590, Make Sum Divisible by P,"['Array', 'Hash Table', 'Prefix Sum']",39.70%,FALSE,Medium,https://leetcode.com/problems/make-sum-divisible-by-p/description,https://leetcode.com/problems/make-sum-divisible-by-p/solutions
1591, Strange Printer II,"['Array', 'Graph', 'Topological Sort', '1+']",59.80%,FALSE,Hard,https://leetcode.com/problems/strange-printer-ii/description,https://leetcode.com/problems/strange-printer-ii/solutions
1592, Rearrange Spaces Between Words,['String'],43.60%,FALSE,Easy,https://leetcode.com/problems/rearrange-spaces-between-words/description,https://leetcode.com/problems/rearrange-spaces-between-words/solutions
1593, Split a String Into the Max Number of Unique Substrings,"['Hash Table', 'String', 'Backtracking']",68.20%,FALSE,Medium,https://leetcode.com/problems/split-a-string-into-the-max-number-of-unique-substrings/description,https://leetcode.com/problems/split-a-string-into-the-max-number-of-unique-substrings/solutions
1594, Maximum Non Negative Product in a Matrix,"['Array', 'Dynamic Programming', 'Matrix']",34.20%,FALSE,Medium,https://leetcode.com/problems/maximum-non-negative-product-in-a-matrix/description,https://leetcode.com/problems/maximum-non-negative-product-in-a-matrix/solutions
