Brand,model,Year,kmDriven,Transmission,Owner,FuelType,PostedDate,AdditionInfo,AskPrice,CarUrl
Maruti Suzuki,Alto-800,2012,"128,144 km",Manual,second,Petrol,Nov 27,"Maruti Suzuki Alto 800 2012-2016 LXI, 2012, Petrol","₹ 1,52,000",https://olx.in/item/cars-c84-used-maruti-suzuki-alto-800-in-chonadam-thalassery-iid-1788577522
Honda,City,2010,"62,989 km",Manual,first,hybrid,Yesterday,Honda city 2010 model,"₹ 2,45,000",https://olx.in/item/cars-c84-used-honda-city-in-kasarvadavli-thane-iid-1794194462
Maruti Suzuki,Alto-800,2016,"79,000 km",Manual,first,hybrid,Today,"Maruti Suzuki Alto 800 CNG LXI Optional, 2016, CNG & Hybrids","₹ 2,85,000",https://olx.in/item/cars-c84-used-maruti-suzuki-alto-800-in-valsad-ina-valsad-iid-1793097073
Honda,City,2010,"104,000 km",Manual,second,Petrol,Dec 20,"Honda City 2008-2011 1.5 V MT Exclusive, 2010, Petrol","₹ 2,45,000",https://olx.in/item/cars-c84-used-honda-city-in-ferozepur-road-area-ludhiana-iid-1793238023
Maruti Suzuki,Wagon-R,2015,"87,000 km",Automatic,second,hybrid,Dec 21,Wagon R for sale,"₹ 2,10,000",https://olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-rawaldhi-village-charkhi-dadri-iid-1793361909
Honda,City,2015,"72,000 km",Automatic,first,hybrid,Dec 22,"Honda City 2014-2015 i VTEC CVT SV, 2015, CNG & Hybrids","₹ 5,35,000",https://olx.in/item/cars-c84-used-honda-city-in-prashant-vihar-delhi-iid-1791308596
Renault,Pulse,2015,"65,000 km",Manual,first,Petrol,Today,"Renault Pulse Petrol RXL, 2015, Petrol","₹ 2,30,000",https://olx.in/item/cars-c84-used-renault-pulse-in-bharanaganam-palai-iid-1786208588
Toyota,Innova Crysta,2016,"101,029 km",Automatic,first,Diesel,Today,"Toyota Innova Crysta 2.8 GX AT 8 Seater, 2016, Diesel","₹ 15,99,000",https://olx.in/item/cars-c84-used-toyota-innova-crysta-in-vile-parle-east-mumbai-iid-1791107035
Maruti Suzuki,maruti-suzuki-dzire,2024,"2,263 km",Automatic,first,hybrid,3 days ago,"Maruti Suzuki Dzire 1.2 Tour S CNG, 2024, CNG & Hybrids","₹ 8,10,000",https://olx.in/item/cars-c84-used-maruti-suzuki-maruti-suzuki-dzire-in-kattraj-pune-iid-1791221108
Hyundai,Verna,2014,"104,000 km",Manual,second,Diesel,Today,Hyundai Verna 2014 Diesel Well Maintained,"₹ 5,49,000",https://olx.in/item/cars-c84-used-hyundai-verna-in-s-d-road-hyderabad-iid-1794212983
Mercedes-Benz,C-Class,2013,"60,000 km",Automatic,first,Diesel,Dec 11,"Mercedes-Benz C-Class 2.1 220 CDI Avantgarde AT, 2013, Diesel","₹ 15,00,000",https://olx.in/item/cars-c84-used-mercedes-benz-c-class-in-mysore-mysuru-iid-1792380388
Hyundai,Grand i10 Nios,2023,"12,000 km",Manual,first,Petrol,Today,"Hyundai Grand i10 Nios Asta 1.2 Kappa VTVT, 2023, Petrol","₹ 7,25,000",https://olx.in/item/cars-c84-used-hyundai-grand-i10-nios-in-rajkot-housing-society-rajkot-iid-1788298934
Hyundai,Venue,2020,67000.0 km,Manual,first,Petrol,Today,"Hyundai Venue SX Turbo, 2020, Petrol","₹ 8,50,000",https://olx.in/item/cars-c84-used-hyundai-venue-in-uday-vihar-dehradun-iid-1773928752
BMW,3 Series,2012,"129,000 km",Automatic,second,Diesel,Yesterday,"BMW 3 Series 320D, 2012, Diesel","₹ 4,75,000",https://olx.in/item/cars-c84-used-bmw-3-series-in-sector-61-chandigarh-iid-1791727926
Tata,Vista Tech,2011,"89,000 km",Manual,second,Diesel,Dec 18,"Tata Vista Tech LX BS III, 2011, Diesel","₹ 2,59,000",https://olx.in/item/cars-c84-used-tata-vista-tech-in-asher-nagar-tiruppur-iid-1793001409
Honda,City ZX,2017,"53,000 km",Automatic,second,Petrol,Yesterday,"Honda City ZX VTEC Plus, 2017, Petrol","₹ 7,49,000",https://olx.in/item/cars-c84-used-honda-city-zx-in-thiruvanmiyur-chennai-iid-1790980311
Maruti Suzuki,Wagon-R,2024,548 km,Manual,first,hybrid,Today,Brand new Wagon R vxi cng purchased on 11 december,"₹ 7,35,000",https://olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-sector-i-lucknow-iid-1792587573
Maruti Suzuki,Baleno,2018,"66,000 km",Automatic,second,hybrid,5 days ago,"Maruti Suzuki Baleno 1.2 Delta AT, 2018, CNG & Hybrids","₹ 5,25,000",https://olx.in/item/cars-c84-used-maruti-suzuki-baleno-in-delhi-road-gurgaon-iid-1780286341
Toyota,Innova Crysta,2016,"105,000 km",Manual,second,Diesel,Today,"Toyota Innova Crysta 2.4 V 8 STR, 2016, Diesel","₹ 17,00,000",https://olx.in/item/cars-c84-used-toyota-innova-crysta-in-thindal-malai-erode-iid-1763564371
Maruti Suzuki,Wagon-R-1-0,2012,"170,000 km",Automatic,second,hybrid,Dec 21,Maruti Suzuki Wagon R 1.0 2012 CNG & Hybrids Good Condition,"₹ 2,40,000",https://olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-1-0-in-moshi-pune-iid-1793332717
Honda,Brio,2012,"82,000 km",Manual,second,hybrid,Yesterday,"Honda Brio 2011-2013 S MT, 2012, CNG & Hybrids","₹ 2,00,000",https://olx.in/item/cars-c84-used-honda-brio-in-subhash-nagar-delhi-iid-1782859990
Maruti Suzuki,Swift,2023,"31,000 km",Manual,first,hybrid,Today,"Maruti Suzuki Swift VXi CNG, 2023, CNG & Hybrids","₹ 7,50,000",https://olx.in/item/cars-c84-used-maruti-suzuki-swift-in-naranpura-ahmedabad-iid-1777002331
Mahindra,Scorpio,2015,"174,000 km",Manual,second,Diesel,Today,"Mahindra Scorpio S10 4WD, 2015, Diesel","₹ 9,85,000",https://olx.in/item/cars-c84-used-mahindra-scorpio-in-malumichampatti-coimbatore-iid-1794214482
Mahindra,XUV 300,2020,"78,000 km",Manual,first,Diesel,5 Oct,"Mahindra XUV300 W8 Option Diesel, 2020, Diesel","₹ 8,25,000",https://olx.in/item/cars-c84-used-mahindra-xuv-300-in-hazra-kolkata-iid-1786013821
Hyundai,Grand i10,2015,"60,000 km",Automatic,second,Petrol,Today,Hyundai Grand i10 2015,"₹ 4,10,000",https://olx.in/item/cars-c84-used-hyundai-grand-i10-in-kodungaiyur-mr-nagar-chennai-iid-1794202572
Toyota,Fortuner,2013,"205,486 km",Manual,second,Diesel,Today,"Toyota Fortuner 3.0 4x4 Manual, 2013, Diesel","₹ 13,00,000",https://olx.in/item/cars-c84-used-toyota-fortuner-in-nerkundram-rajiv-gandhi-nagar-chennai-iid-1789447027
Honda,City,2016,"61,000 km",Manual,second,Diesel,Today,"Honda City V MT Exclusive, 2016, Diesel","₹ 6,75,000",https://olx.in/item/cars-c84-used-honda-city-in-akota-vadodara-iid-1790598354
Hyundai,Alcazar,2022,"36,000 km",Automatic,first,Diesel,Today,"Hyundai Alcazar 1.5 Prestige (O) Diesel AT 7 STR, 2022, Diesel","₹ 18,75,000",https://olx.in/item/cars-c84-used-hyundai-alcazar-in-mammiyoor-guruvayur-iid-1793299771
Hyundai,Creta,2016,"60,000 km",Automatic,second,Diesel,Today,"Hyundai Creta 1.6 CRDi AT SX Plus, 2016, Diesel","₹ 8,50,000",https://olx.in/item/cars-c84-used-hyundai-creta-in-off-sg-highway-ahmedabad-iid-1794039822
Honda,Amaze,2019,"52,000 km",Manual,first,hybrid,Today,"Honda Amaze S MT i-DTEC, 2019, CNG & Hybrids","₹ 4,55,000",https://olx.in/item/cars-c84-used-honda-amaze-in-sector-18-faridabad-iid-1792811017
Ford,Ecosport,2019,"65,000 km",Manual,second,Diesel,Today,"Ford Ecosport 1.5 Diesel Titanium, 2019, Diesel","₹ 7,45,000",https://olx.in/item/cars-c84-used-ford-ecosport-in-sector-92-noida-iid-1793753297
Maruti Suzuki,Wagon-R,2016,"51,000 km",Manual,second,hybrid,Dec 18,"Maruti Suzuki Wagon R VXI, 2016, CNG & Hybrids","₹ 3,75,000",https://olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-dilshad-garden-delhi-iid-1793038859
Hyundai,Verna,2023,"19,000 km",Manual,first,Petrol,Today,"Hyundai Verna 1.5 S Petrol MT, 2023, Petrol","₹ 11,80,000",https://olx.in/item/cars-c84-used-hyundai-verna-in-pahala-bhubaneshwar-iid-1792381788
Maruti Suzuki,Swift-Dzire-Tour,2018,"90,000 km",Automatic,first,hybrid,Dec 22,Maruti Suzuki Swift Dzire Tour 2018 CNG & Hybrids 90000 Km Driven,"₹ 3,80,000",https://olx.in/item/cars-c84-used-maruti-suzuki-swift-dzire-tour-in-shamli-rural-shamli-iid-1793428131
Renault,Kiger,2021,"58,000 km",Manual,first,hybrid,Today,"Renault Kiger RXT Opt DT, 2021, CNG & Hybrids","₹ 6,35,000",https://olx.in/item/cars-c84-used-renault-kiger-in-nagpur-city-h-o-nagpur-iid-1793553071
Chevrolet,Beat,2011,"69,472 km",Manual,second,Petrol,Today,Beat LS Petrol June 2011,"₹ 1,05,000",https://olx.in/item/cars-c84-used-chevrolet-beat-in-sector-75-faridabad-iid-1794026938
Honda,City,2017,"70,000 km",Automatic,second,hybrid,Yesterday,"Honda City 1.5 ZX CVT i-VTEC, 2017, CNG & Hybrids","₹ 7,25,000",https://olx.in/item/cars-c84-used-honda-city-in-versova-mumbai-iid-1789897737
Maruti Suzuki,Alto-800,2017,"56,000 km",Manual,second,hybrid,Yesterday,"Maruti Suzuki Alto 800 Lxi, 2017, CNG & Hybrids","₹ 2,79,000",https://olx.in/item/cars-c84-used-maruti-suzuki-alto-800-in-kalyan-thane-iid-1792805861
Audi,A6,2016,"50,000 km",Automatic,first,Diesel,Today,"Audi A6 2.0 35 TDI Technology Matrix, 2016, Diesel","₹ 16,50,000",https://olx.in/item/cars-c84-used-audi-a6-in-rajouri-garden-delhi-iid-1792201268
Maruti Suzuki,Wagon-R,2020,"80,000 km",Automatic,first,hybrid,Nov 08,"Maruti Suzuki Wagon R VXI Opt, 2020, CNG & Hybrids","₹ 5,60,000",https://olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-kondanampatty-salem-iid-1789380665
Skoda,Octavia,2018,"65,000 km",Automatic,first,Diesel,Dec 23,"Skoda Octavia 2.0 L&K TDI, 2018, Diesel","₹ 19,00,000",https://olx.in/item/cars-c84-used-skoda-octavia-in-anna-nagar-chennai-iid-1793535364
Maruti Suzuki,Baleno,2018,"29,000 km",Manual,first,Petrol,Today,"Maruti Suzuki Baleno 1.2 Delta, 2018, Petrol","₹ 6,40,000",https://olx.in/item/cars-c84-used-maruti-suzuki-baleno-in-chandra-layout-bengaluru-iid-1791464200
Honda,City,2016,"74,000 km",Automatic,second,Petrol,Yesterday,"Honda City VX Petrol CVT, 2016, Petrol","₹ 5,95,000",https://olx.in/item/cars-c84-used-honda-city-in-rohini-sector-16-delhi-iid-1791423421
Audi,A4,2011,"49,000 km",Automatic,second,Petrol,Today,"Audi A4 1.8 35 TFSI Premium Plus, 2011, Petrol","₹ 5,75,000",https://olx.in/item/cars-c84-used-audi-a4-in-dilshad-garden-delhi-iid-1789175480
Toyota,Innova Crysta,2018,"86,000 km",Automatic,first,Diesel,Today,"Toyota Innova Crysta 2.8Z Automatic, 2018, Diesel","₹ 25,75,000",https://olx.in/item/cars-c84-used-toyota-innova-crysta-in-kottakal-kerala-iid-1782403795
Honda,Jazz,2018,"85,000 km",Manual,first,Petrol,Today,"Honda Jazz 1.2 SV i VTEC, 2018, Petrol","₹ 5,35,000",https://olx.in/item/cars-c84-used-honda-jazz-in-tambaram-chennai-iid-1792382192
Toyota,Innova Hycross,2023,"18,500 km",Automatic,first,hybrid,4 days ago,"Toyota Innova Hycross 2.0 ZX (O) Hybrid 7 STR, 2023, CNG & Hybrids","₹ 35,85,000",https://olx.in/item/cars-c84-used-toyota-innova-hycross-in-sector-19d-chandigarh-iid-1744985582
Maruti Suzuki,Zen-Estilo,2007,"103,300 km",Manual,second,Petrol,Today,Maruti Suzuki Zen Estilo 2007 Petrol 103300 Km Driven,"₹ 95,000",https://olx.in/item/cars-c84-used-maruti-suzuki-zen-estilo-in-umarar-khera-orai-jalaun-district-iid-1794213148
Hyundai,i20,2013,"57,000 km",Manual,second,Petrol,Today,"Hyundai i20 1.2 Magna Executive, 2013, Petrol","₹ 2,95,000",https://olx.in/item/cars-c84-used-hyundai-i20-in-professors-colony-bhopal-iid-1788933066
Mahindra,XUV700,2022,"27,069 km",Manual,second,Diesel,Today,"Mahindra XUV700 2.2 AX 5 Diesel MT 7 Str, 2022, Diesel","₹ 20,95,000",https://olx.in/item/cars-c84-used-mahindra-xuv700-in-madhapur-hyderabad-iid-1791046091
Mahindra,Xylo,2009,"185,000 km",Manual,second,Diesel,Today,Mahindra Xylo 2009.\nkm 185000 Driven valid upto 2030 with insurance,"₹ 2,30,000",https://olx.in/item/cars-c84-used-mahindra-xylo-in-vasavi-nagar-colony-medak-iid-1793991173
Toyota,Fortuner,2020,"99,000 km",Automatic,first,Diesel,Today,"Toyota Fortuner 4X2 AT 2.8 Diesel, 2020, Diesel","₹ 30,50,000",https://olx.in/item/cars-c84-used-toyota-fortuner-in-science-city-ahmedabad-iid-1793299180
Hyundai,Xcent,2015,"91,200 km",Manual,first,hybrid,Today,"Hyundai Xcent 1.2 VTVT S, 2015, CNG & Hybrids","₹ 3,45,000",https://olx.in/item/cars-c84-used-hyundai-xcent-in-vasna-saiyad-vadodara-iid-1794206461
Maruti Suzuki,Wagon-R,2015,"86,000 km",Manual,second,hybrid,Yesterday,"Maruti Suzuki Wagon R CNG LXI Opt, 2015, CNG & Hybrids","₹ 3,65,000",https://olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-vakhar-bhag-sangli-miraj-iid-1787348271
Maruti Suzuki,Swift,2021,"55,000 km",Automatic,first,Petrol,Today,"Maruti Suzuki Swift 2018 AMT ZXI, 2021, Petrol","₹ 7,49,000",https://olx.in/item/cars-c84-used-maruti-suzuki-swift-in-kaloor-kochi-iid-1785084744
Ford,Endeavour,2006,"150,000 km",Manual,second,Diesel,Today,Ford Endeavour 2006 Diesel 150000 Km Driven,"₹ 2,50,000",https://olx.in/item/cars-c84-used-ford-endeavour-in-pachperwa-uttar-pradesh-iid-1794215850
Volvo,V40 Cross Country,2017,"59,000 km",Automatic,second,Diesel,Today,"Volvo V40 Cross Country D3 Inscription, 2017, Diesel","₹ 16,90,000",https://olx.in/item/cars-c84-used-volvo-v40-cross-country-in-itpl-road-bengaluru-iid-1780270489
Hyundai,Santro Xing,2012,"52,000 km",Manual,second,Petrol,Today,"Hyundai Santro Xing GLS, 2012, Petrol","₹ 1,40,000",https://olx.in/item/cars-c84-used-hyundai-santro-xing-in-purvi-patel-nagar-dehradun-iid-1794212678
Maruti Suzuki,Alto,2010,"93,704 km",Manual,first,hybrid,Dec 13,"Maruti Suzuki Alto 0.8 LXI (O), 2010, CNG & Hybrids","₹ 1,70,000",https://olx.in/item/cars-c84-used-maruti-suzuki-alto-in-pal-patia-village-surat-iid-1792567188
Hyundai,Grand i10 Nios,2021,"67,000 km",Automatic,first,hybrid,Dec 18,Grand i10 nios sports automatic cng,"₹ 6,30,000",https://olx.in/item/cars-c84-used-hyundai-grand-i10-nios-in-najafgarh-delhi-iid-1787661636
Mahindra,KUV100 NXT,2017,"57,000 km",Automatic,second,Petrol,Today,Mahindra KUV100 NXT 2017 Petrol 57000 Km Driven,"₹ 2,90,000",https://olx.in/item/cars-c84-used-mahindra-kuv100-nxt-in-ongc-colony-badharghat-iid-1794196667
Maruti Suzuki,Swift,2023,"17,000 km",Manual,first,Petrol,Today,"Maruti Suzuki Swift LXI 2018, 2023, Petrol","₹ 8,45,000",https://olx.in/item/cars-c84-used-maruti-suzuki-swift-in-kandhampatty-salem-iid-1789637245
Hyundai,Accent,2001,"98,000 km",Manual,second,Petrol,Today,Hyundai Accent 2001 Petrol Well Maintained,"₹ 1,27,000",https://olx.in/item/cars-c84-used-hyundai-accent-in-lakshmiamma-garden-bengaluru-iid-1793168843
Hyundai,Verna,2019,"70,000 km",Manual,second,Diesel,Today,"Hyundai Verna Transform 1.6 SX VTVT, 2019, Diesel","₹ 7,70,000",https://olx.in/item/cars-c84-used-hyundai-verna-in-govindpura-bhopal-iid-1778130724
Maruti Suzuki,Eeco,2022,32 km,Automatic,first,hybrid,Dec 23,maruti suzuki Eeco 5 str 2022 model,"₹ 4,50,000",https://olx.in/item/cars-c84-used-maruti-suzuki-eeco-in-somwariya-khilchipur-iid-1781566986
Maruti Suzuki,Ertiga,2021,"38,562 km",Manual,first,hybrid,Today,"Maruti Suzuki Ertiga 1.4 VXI CNG Anniversary Edition, 2021, CNG & Hy..","₹ 10,49,000",https://olx.in/item/cars-c84-used-maruti-suzuki-ertiga-in-connaught-place-delhi-iid-1792973615
Maruti Suzuki,Alto-800,2010,"105,000 km",Automatic,second,Petrol,Yesterday,Maruti Suzuki Alto 800 2010,"₹ 95,000",https://olx.in/item/cars-c84-used-maruti-suzuki-alto-800-in-chanatar-rangpo-iid-1794175127
Honda,City,2017,"78,887 km",Manual,first,Petrol,Today,"Honda City i-VTEC V, 2017, Petrol","₹ 7,80,000",https://olx.in/item/cars-c84-used-honda-city-in-karuvampalayam-extn-tiruppur-iid-1789174265
Maruti Suzuki,Omni,2010,"160,000 km",Automatic,second,hybrid,Dec 18,Maruti Suzuki Omni 2010 CNG & Hybrids Good Condition,"₹ 1,00,000",https://olx.in/item/cars-c84-used-maruti-suzuki-omni-in-nargonahalli-krishnarajpet-iid-1793089061
Hyundai,Xcent Prime,2016,"150,000 km",Automatic,first,hybrid,Yesterday,Emergency mein hai bech raha hun aur ka,"₹ 1,70,000",https://olx.in/item/cars-c84-used-hyundai-xcent-prime-in-shahabad-mohammadpur-delhi-iid-1794145473
Maruti Suzuki,Celerio,2015,"83,000 km",Automatic,second,Petrol,Yesterday,"Maruti Suzuki Celerio 1.0 VXI AMT, 2015, Petrol","₹ 2,99,000",https://olx.in/item/cars-c84-used-maruti-suzuki-celerio-in-mulund-west-mumbai-iid-1786266251
Maruti Suzuki,Baleno,2017,"49,000 km",Manual,first,Petrol,Dec 11,"Maruti Suzuki Baleno Zeta, 2017, Petrol","₹ 5,25,000",https://olx.in/item/cars-c84-used-maruti-suzuki-baleno-in-indirapuram-ghaziabad-iid-1786450879
Volkswagen,VentoTest,2013,"144,000 km",Manual,second,Diesel,Today,"Volkswagen Vento 1.6 Highline Plus 16 Alloy, 2013, Diesel","₹ 2,99,000",https://olx.in/item/cars-c84-used-volkswagen-ventotest-in-ellis-nagar-madurai-iid-1791937222
Honda,Brio,2014,"32,000 km",Manual,second,Petrol,Today,"Honda Brio 2013-2016 S MT, 2014, Petrol","₹ 2,35,000",https://olx.in/item/cars-c84-used-honda-brio-in-pawane-gaon-navi-mumbai-iid-1767117870
Volkswagen,VentoTest,2019,"63,000 km",Automatic,first,Petrol,Today,"Volkswagen Vento 1.2 TSI Highline AT, 2019, Petrol","₹ 7,90,000",https://olx.in/item/cars-c84-used-volkswagen-ventotest-in-chennai-central-chennai-iid-1790690958
Maruti Suzuki,Wagon-R,2015,"35,000 km",Automatic,first,hybrid,Dec 07,Maruti Suzuki Wagon R 2015,"₹ 3,30,000",https://olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-pratap-vihar-delhi-iid-1792090266
Mahindra,Bolero Neo,2022,"45,000 km",Manual,first,Diesel,7 Dec,"Mahindra Bolero Neo 1.5 N8, 2022, Diesel","₹ 9,00,000",https://olx.in/item/cars-c84-used-mahindra-bolero-neo-in-pachpedi-naka-raipur-iid-1791098673
Mercedes-Benz,E-Class,2010,"48,000 km",Automatic,second,Petrol,Today,"Mercedes-Benz E-Class E350 Edition E, 2010, Petrol","₹ 5,45,000",https://olx.in/item/cars-c84-used-mercedes-benz-e-class-in-anand-nagar-pune-iid-1791447356
Maruti Suzuki,Swift,2015,"73,000 km",Manual,second,hybrid,Today,Maruti Suzuki Swift 2015 CNG & Hybrids 73000 Km Driven good condition,"₹ 3,45,000",https://olx.in/item/cars-c84-used-maruti-suzuki-swift-in-dhoom-manikpur-greater-noida-iid-1792169738
Datsun,RediGO,2016,"83,100 km",Manual,second,Petrol,Today,"Datsun RediGO Limited Edition 2018, 2016, Petrol","₹ 2,10,000",https://olx.in/item/cars-c84-used-datsun-redigo-in-atladra-padra-road-vadodara-iid-1756263018
Maruti Suzuki,Swift,2018,"86,000 km",Manual,second,Petrol,Today,"Maruti Suzuki Swift VXi 1.2 ABS BS-IV, 2018, Petrol","₹ 5,85,000",https://olx.in/item/cars-c84-used-maruti-suzuki-swift-in-abrol-nagar-pathankot-iid-1793107684
Maruti Suzuki,Alto-K10,2017,"39,000 km",Automatic,second,hybrid,Dec 23,Maruti Suzuki Alto K10 2017 CNG & Hybrids 39000 Km Driven genus,"₹ 3,80,000",https://olx.in/item/cars-c84-used-maruti-suzuki-alto-k10-in-virat-nagar-ahmedabad-iid-1791400571
BMW,X1,2017,"75,000 km",Automatic,second,Diesel,Dec 14,"BMW X1 sDrive20d Expedition, 2017, Diesel","₹ 19,75,000",https://olx.in/item/cars-c84-used-bmw-x1-in-btm-layout-bengaluru-iid-1782728382
Maruti Suzuki,Eeco,2020,"74,552 km",Manual,second,hybrid,Today,Maruti Suzuki Eeco 2020 CNG & Hybrids Well Maintained,"₹ 4,65,000",https://olx.in/item/cars-c84-used-maruti-suzuki-eeco-in-vindhane-navi-mumbai-iid-1794217331
Maruti Suzuki,Wagon-R,2016,"51,000 km",Manual,second,hybrid,Yesterday,"Maruti Suzuki Wagon R VXI, 2016, CNG & Hybrids","₹ 3,75,000",https://olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-sector-62-noida-iid-1790507053
Volkswagen,Polo GTI,2016,"75,000 km",Automatic,second,Petrol,Yesterday,"Volkswagen Polo GTI, 2016, Petrol","₹ 5,25,000",https://olx.in/item/cars-c84-used-volkswagen-polo-gti-in-netaji-subhash-place-delhi-iid-1791820969
Toyota,Innova Crysta,2016,"151,000 km",Automatic,first,Diesel,Today,"Toyota Innova Crysta, 2016, Diesel","₹ 17,75,000",https://olx.in/item/cars-c84-used-toyota-innova-crysta-in-singanallur-coimbatore-iid-1790094421
Hyundai,i20,2019,"19,000 km",Automatic,first,hybrid,3 days ago,"Hyundai i20 Magna Plus, 2019, CNG & Hybrids","₹ 5,50,000",https://olx.in/item/cars-c84-used-hyundai-i20-in-new-arya-nagar-ghaziabad-iid-1793498635
Maruti Suzuki,Baleno,2016,"62,800 km",Automatic,second,Petrol,Yesterday,"Maruti Suzuki Baleno 1.2 CVT Zeta, 2016, Petrol","₹ 5,35,000",https://olx.in/item/cars-c84-used-maruti-suzuki-baleno-in-borivali-west-mumbai-iid-1791145350
Maruti Suzuki,Baleno,2018,"95,000 km",Automatic,second,hybrid,4 days ago,Maruti Suzuki Baleno 2018,"₹ 5,95,000",https://olx.in/item/cars-c84-used-maruti-suzuki-baleno-in-munsad-navsari-iid-1793853510
Tata,Tigor,2023,"45,019 km",Manual,first,hybrid,5 days ago,"Tata Tigor 1.2 Revotron XZ Plus, 2023, CNG & Hybrids","₹ 7,29,000",https://olx.in/item/cars-c84-used-tata-tigor-in-shilphata-navi-mumbai-iid-1793807973
Toyota,Corolla Altis,2014,"120,000 km",Automatic,second,hybrid,Yesterday,"Toyota Corolla Altis [2011-2014] 1.8 VL AT, 2014, CNG & Hybrids","₹ 4,00,000",https://olx.in/item/cars-c84-used-toyota-corolla-altis-in-vastral-ahmedabad-iid-1784400446
Maruti Suzuki,Wagon-R,2018,"48,000 km",Automatic,first,hybrid,Dec 10,Maruti Suzuki Wagon R 2018 CNG & Hybrids 48000 Km Driven,"₹ 3,49,000",https://olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-kidwai-nagar-kanpur-iid-1792347430
Hyundai,Aura,2021,"37,000 km",Manual,first,hybrid,Today,"Hyundai Aura 1.2 S CNG, 2021, CNG & Hybrids","₹ 6,45,000",https://olx.in/item/cars-c84-used-hyundai-aura-in-sector-12-faridabad-iid-1792810733
Hyundai,Grand i10 Nios,2011,"105,000 km",Manual,second,Petrol,Nov 12,"Hyundai Grand i10 Nios Magna, 2011, Petrol","₹ 2,25,000",https://olx.in/item/cars-c84-used-hyundai-grand-i10-nios-in-thaltej-ahmedabad-iid-1789802221
Maruti Suzuki,Ritz,2016,22 km,Automatic,second,hybrid,Dec 16,Best condition,"₹ 2,10,000",https://olx.in/item/cars-c84-used-maruti-suzuki-ritz-in-surajpur-greater-noida-iid-1792855409
Hyundai,Eon,2014,"95,000 km",Manual,second,hybrid,Today,Hyundai EON 2014 CNG & Hybrids 95000 Km Driven,"₹ 1,55,000",https://olx.in/item/cars-c84-used-hyundai-eon-in-isanpur-ahmedabad-iid-1794212870
Tata,Tiago,2018,"92,568 km",Automatic,second,hybrid,Dec 21,Tata Tiago 2018 CNG & Hybrids 92568 Km Driven\nOne Handed Car,"₹ 3,60,000",https://olx.in/item/cars-c84-used-tata-tiago-in-jind-rural-jind-iid-1793368111
Maruti Suzuki,Estilo,2011,"160,000 km",Manual,second,Petrol,Today,Good condition for,"₹ 1,80,000",https://olx.in/item/cars-c84-used-maruti-suzuki-estilo-in-thiruvanmiyur-chennai-iid-1794215522
Maruti Suzuki,Ertiga,2021,"26,300 km",Manual,first,hybrid,Dec 02,"Maruti Suzuki Ertiga 1.4 VXI CNG Anniversary Edition, 2021, CNG & Hy..","₹ 9,99,000",https://olx.in/item/cars-c84-used-maruti-suzuki-ertiga-in-vasai-west-mumbai-iid-1786778194
Maruti Suzuki,Wagon R,2014,"45,000 km",Manual,second,hybrid,Today,"Maruti Suzuki Wagon R LXI, 2014, CNG & Hybrids","₹ 2,90,000",https://olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-abu-lane-meerut-iid-1763024196
Hyundai,Grand i10,2018,"35,000 km",Manual,first,Petrol,Yesterday,"Hyundai Grand i10 Asta 1.2 Kappa VTVT (O), 2018, Petrol","₹ 3,99,999",https://olx.in/item/cars-c84-used-hyundai-grand-i10-in-south-dum-dum-kolkata-iid-1794145355
Ford,Figo,2016,"113,000 km",Automatic,second,Petrol,Yesterday,"Ford Figo 1.5P Titanium AT, 2016, Petrol","₹ 3,75,000",https://olx.in/item/cars-c84-used-ford-figo-in-k-vadamadurai-coimbatore-iid-1794171252
Volkswagen,VentoTest,2011,"70,000 km",Automatic,second,hybrid,5 days ago,"Volkswagen Vento 2010-2013 Petrol Highline, 2011, CNG & Hybrids","₹ 2,60,000",https://olx.in/item/cars-c84-used-volkswagen-ventotest-in-hadapsar-industrial-estate-pune-iid-1782969028
BMW,X3,2018,"40,000 km",Automatic,first,Diesel,Dec 07,"BMW X3 X DRIVE 20D Luxury Line, 2018, Diesel","₹ 42,85,000",https://olx.in/item/cars-c84-used-bmw-x3-in-goregaon-west-mumbai-iid-1766855549
Hyundai,Santro,2013,"100,004 km",Automatic,second,hybrid,4 days ago,Hyundai Santro 2013 CNG & Hybrids 100004 Km Driven,"₹ 1,55,000",https://olx.in/item/cars-c84-used-hyundai-santro-in-bahadurgarh-railway-station-bahadurgarh-iid-1793842122
Maruti Suzuki,Wagon R,2018,"75,046 km",Manual,first,hybrid,Today,"Maruti Suzuki Wagon R LXI, 2018, CNG & Hybrids","₹ 4,50,000",https://olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-nalasopara-east-mumbai-iid-1773936616
