id,title,adult,overview,popularity,release_date,original_language,vote_average,vote_count
14003,Fullmetal Alchemist the Movie: Conqueror of Shamballa,False,"Munich, Germany, 1923. Two years have passed since Edward Elric was dragged from his own world to ours, leaving behind his country, his friends and his younger brother, Alphonse. Stripped of his alchemical powers, he has been all this time researching rocketry together with Alphonse Heiderich, a young man who resembles his own brother, hoping to one day find a way back home. His efforts so far had proven fruitless, but after lending a hand to a troubled gipsy girl, Edward is thrown in a series of events that can wreak havoc in both worlds. Meanwhile, at his own world, Alphonse Elric ventures deeper into the mysteries of alchemy in search for a way to reunite with his older brother.",18.072,2005-07-21,ja,7.239,337
459003,Mavka: The Forest Song,False,"Mavka, a Soul of the Forest, faces an impossible choice between love and her duty as Guardian of the Heart of the Forest when she falls for a human, a talented young musician named Lukas.",64.197,2023-03-02,uk,7.239,716
374205,One Piece Film: GOLD,False,"The glittering Gran Tesoro, a city of entertainment beyond the laws of the government, is a sanctuary for the world’s most infamous pirates, Marines, and filthy rich millionaires. Drawn by dreams of hitting the jackpot, Captain Luffy and his crew sail straight for the gold. But behind the gilded curtains lies a powerful king whose deep pockets and deeper ambitions spell disaster for the Straw Hats and the New World alike.",23.53,2016-07-23,ja,7.2,477
13283,Barbie as the Island Princess,False,"Shipwrecked as a child, Rosella (Barbie) grows up on the island under the watchful eyes of her loving animal friends. The arrival of Prince Antonio leads Rosella and her furry pals to explore civilization and ultimately save the kingdom by uncovering a secret plot.",25.738,2007-09-17,en,7.238,713
3121,Nashville,False,"The intersecting stories of twenty-four characters—from country star to wannabe to reporter to waitress—connect to the music business in Nashville, Tennessee.",16.582,1975-06-11,en,7.238,388
399579,Alita: Battle Angel,False,"When Alita awakens with no memory of who she is in a future world she does not recognize, she is taken in by Ido, a compassionate doctor who realizes that somewhere in this abandoned cyborg shell is the heart and soul of a young woman with an extraordinary past.",55.301,2019-01-31,en,7.237,9013
793998,Happening,False,"France, 1963. Anne is a bright young student with a promising future ahead of her. But when she falls pregnant, she sees the opportunity to finish her studies and escape the constraints of her social background disappearing. With her final exams fast approaching and her belly growing, Anne resolves to act, even if she has to confront shame and pain, even if she must risk prison to do so.",12.165,2021-11-04,fr,7.236,413
632617,C'mon C'mon,False,Johnny and his young nephew forge a tenuous but transformational relationship when they embark on a cross-country trip to see life away from Los Angeles.,13.31,2021-11-19,en,7.236,652
17687,The Public Enemy,False,"Two young Chicago hoodlums, Tom Powers and Matt Doyle, rise up from their poverty-stricken slum life to become petty thieves, bootleggers and cold-blooded killers. But with street notoriety and newfound wealth, the duo feels the heat from the cops and rival gangsters both. Despite his ruthless criminal reputation, Tom tries to remain connected to his family, however, gang warfare and the need for revenge eventually pull him away.",14.558,1931-04-23,en,7.2,333
5825,National Lampoon's Christmas Vacation,False,"It's Christmastime, and the Griswolds are preparing for a family seasonal celebration. But things never run smoothly for Clark, his wife Ellen, and their two kids. Clark's continual bad luck is worsened by his obnoxious family guests, but he manages to keep going, knowing that his Christmas bonus is due soon.",24.532,1989-11-30,en,7.236,2301
403,Driving Miss Daisy,False,"The story of an old Jewish widow named Daisy Werthan and her relationship with her black chauffeur, Hoke. From an initial mere work relationship grew in 25 years a strong friendship between the two very different characters, in a time when those types of relationships were shunned.",12.818,1989-12-13,en,7.236,1550
923939,The Wonderful Story of Henry Sugar,False,A rich man learns about a guru who can see without using his eyes. He sets out to master the skill in order to cheat at gambling.,22.485,2023-09-20,en,7.235,937
642885,Hocus Pocus 2,False,"29 years since the Black Flame Candle was last lit, the 17th-century Sanderson sisters are resurrected, and they are looking for revenge. Now it's up to three high school students to stop the ravenous witches from wreaking a new kind of havoc on Salem before dawn on All Hallow's Eve.",49.874,2022-09-30,en,7.234,1614
168259,Furious 7,False,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,78.962,2015-04-01,en,7.235,10494
3086,The Lady Eve,False,"It's no accident when wealthy Charles falls for Jean. Jean is a con artist with her sights set on Charles' fortune. Matters complicate when Jean starts falling for her mark. When Charles suspects Jean is a gold digger, he dumps her. Jean, fixated on revenge and still pining for the millionaire, devises a plan to get back in Charles' life. With love and payback on her mind, she re-introduces herself to Charles, this time as an aristocrat named Lady Eve Sidwich.",10.728,1941-02-25,en,7.2,333
948713,The Last Kingdom: Seven Kings Must Die,False,"In the wake of King Edward's death, Uhtred of Bebbanburg and his comrades adventure across a fractured kingdom in the hopes of uniting England at last.",30.994,2023-04-14,en,7.234,659
465136,Every Day,False,"16-year old Rhiannon falls in love with a mysterious spirit named “A” that inhabits a different body every day. Feeling an unmatched connection, Rhiannon and “A” work each day to find each other, not knowing what the next day will bring.",20.064,2018-02-22,en,7.234,2186
152603,Only Lovers Left Alive,False,"A depressed musician reunites with his lover in the desolate streets of Detroit. Though their romance has endured several centuries, it is tested by the arrival of her capricious and unpredictable younger sister.",24.412,2013-12-12,en,7.234,2147
5590,Donkey Skin,False,A fairy godmother helps a princess disguise herself so she won't have to marry her father.,9.951,1970-12-20,fr,7.2,486
246,Zatoichi,False,"Blind traveler Zatoichi is a master swordsman and a masseur with a fondness for gambling on dice games. When he arrives in a village torn apart by warring gangs, he sets out to protect the townspeople.",13.047,2003-09-06,ja,7.234,841
296098,Bridge of Spies,False,"During the Cold War, the Soviet Union captures U.S. pilot Francis Gary Powers after shooting down his U-2 spy plane. Sentenced to 10 years in prison, Powers' only hope is New York lawyer James Donovan, recruited by a CIA operative to negotiate his release. Donovan boards a plane to Berlin, hoping to win the young man's freedom through a prisoner exchange. If all goes well, the Russians would get Rudolf Abel, the convicted spy who Donovan defended in court.",16.546,2015-10-15,en,7.233,6730
20367,Detour,False,"The life of Al Roberts, a pianist in a New York nightclub, turns into a nightmare when he decides to hitchhike to Los Angeles to visit his girlfriend.",8.518,1945-11-30,en,7.227,348
268,Batman,False,"Batman must face his most ruthless nemesis when a deformed madman calling himself ""The Joker"" seizes control of Gotham's criminal underworld.",39.565,1989-06-21,en,7.234,7704
520172,Happiest Season,False,A young woman's plans to propose to her girlfriend while at her family's annual holiday party are upended when she discovers her partner hasn't yet come out to her conservative parents.,16.4,2020-11-26,en,7.232,1160
345920,Collateral Beauty,False,"Retreating from life after a tragedy, a man questions the universe by writing to Love, Time and Death. Receiving unexpected answers, he begins to see how these things interlock and how even loss can reveal moments of meaning and beauty.",25.36,2016-12-15,en,7.2,5298
15196,Clue,False,"Clue finds six colorful dinner guests gathered at the mansion of their host, Mr. Boddy -- who turns up dead after his secret is exposed: He was blackmailing all of them. With the killer among them, the guests and Boddy's chatty butler must suss out the culprit before the body count rises.",28.578,1985-12-13,en,7.231,1669
979,Irreversible,False,A woman’s lover and her ex-boyfriend take justice into their own hands after she becomes the victim of a rapist. Because some acts can’t be undone. Because man is an animal. Because the desire for vengeance is a natural impulse. Because most crimes remain unpunished.,35.595,2002-05-22,fr,7.231,2834
335360,My Little Pony: The Movie,False,"A new dark force threatens Ponyville, and the Mane 6 – Twilight Sparkle, Applejack, Rainbow Dash, Pinkie Pie, Fluttershy and Rarity – embark on an unforgettable journey beyond Equestria where they meet new friends and exciting challenges on a quest to use the magic of friendship and save their home.",23.229,2017-10-05,en,7.2,370
75258,Secret of the Wings,False,Tinkerbell wanders into the forbidden Winter woods and meets Periwinkle. Together they learn the secret of their wings and try to unite the warm fairies and the winter fairies to help Pixie Hollow.,42.14,2012-08-17,en,7.23,1209
21641,The Damned United,False,"Taking over Leeds United, Brian Clough's abrasive approach and his clear dislike of the players' dirty style of play make it certain there is going to be friction. Glimpses of his earlier career help explain both his hostility to previous manager Don Revie and how much he is missing right-hand man Peter Taylor.",9.601,2009-03-27,en,7.2,616
6537,The Orphanage,False,"A woman brings her family back to her childhood home, which used to be an orphanage, intent on reopening it. Before long, her son starts to communicate with a new invisible friend.",25.376,2007-05-20,es,7.23,2818
2567,The Aviator,False,"A biopic depicting the life of filmmaker and aviation pioneer Howard Hughes from 1927 to 1947, during which time he became a successful film producer and an aviation magnate, while simultaneously growing more unstable due to severe obsessive-compulsive disorder.",24.521,2004-12-17,en,7.23,5242
761,The Wing or the Thigh?,False,"Charles Duchemin, a well-known gourmet and publisher of a famous restaurant guide, is waging a war against fast food entrepreneur Tri- catel to save the French art of cooking. After having agreed to appear on a talk show to show his skills in naming food and wine by taste, he is confronted with two disasters: his son wants to become a clown rather than a restaurant tester and he, the famous Charles Duchemin, has lost his taste!",15.194,1976-10-27,fr,7.23,845
33954,The Hawks and the Sparrows,False,A man and his son take an allegorical stroll through life with a talking bird that spouts social and political philosophy.,5.486,1966-05-04,it,7.229,330
25846,Baaria,False,"Giuseppe Tornatore traces three generations of a Sicilian family in in the Sicilian town of Bagheria (known as Baarìa in the local Sicilian dialect), from the 1930s to the 1980s, to tell the story of the loves, dreams and delusions of an unusual community.",8.152,2009-09-24,it,7.229,631
807196,Boiling Point,False,A head chef balances multiple personal and professional crises at a popular restaurant in London.,14.617,2021-07-05,en,7.228,510
695,Short Cuts,False,"Many loosely connected characters cross paths in this film, based on the stories of Raymond Carver. Waitress Doreen Piggot accidentally runs into a boy with her car. Soon after walking away, the child lapses into a coma. While at the hospital, the boy's grandfather tells his son, Howard, about his past affairs. Meanwhile, a baker starts harassing the family when they fail to pick up the boy's birthday cake.",12.079,1993-09-05,en,7.227,575
446696,Life Itself,False,"As a young New York couple goes from college romance to marriage and the birth of their first child, the unexpected twists of their journey create reverberations that echo over continents and through lifetimes.",11.777,2018-09-21,en,7.226,538
436343,On Body and Soul,False,"Two introverted people find out by pure chance that they share the same dream every night. They are puzzled, incredulous, a bit frightened. As they hesitantly accept this strange coincidence, they try to recreate in broad daylight what happens in their dream.",10.14,2017-03-02,hu,7.226,535
41201,The Illusionist,False,A French illusionist travels to Scotland to work. He meets a young woman in a small village. Their ensuing adventure in Edinburgh changes both their lives forever.,10.478,2010-06-16,fr,7.226,594
372519,The Ten Commandments: The Movie,False,Follows Moses leading and conducting the Hebrew people from the slavery of Egypt to the freedom towards the Promised Land according to the Ancient Testament Bible book of the Exodus. The story told like never before is faithful to the Scriptures.,20.088,2016-01-28,pt,7.225,304
324849,The Lego Batman Movie,False,"A cooler-than-ever Bruce Wayne must deal with the usual suspects as they plan to rule Gotham City, while discovering that he has accidentally adopted a teenage orphan who wishes to become his sidekick.",29.643,2017-02-08,en,7.225,4918
9267,And Now for Something Completely Different,False,A collection of Monty Python's Flying Circus skits from the first two seasons of their British TV series.,18.808,1971-09-28,en,7.225,511
842675,The Wandering Earth II,False,"Humans built huge engines on the surface of the earth to find a new home. But the road to the universe is perilous. In order to save earth, young people once again have to step forward to start a race against time for life and death.",60.599,2023-01-22,zh,7.224,541
297762,Wonder Woman,False,An Amazon princess comes to the world of Man in the grips of the First World War to confront the forces of evil and bring an end to human conflict.,54.799,2017-05-30,en,7.224,19765
170,28 Days Later,False,"Twenty-eight days after a killer virus was accidentally unleashed from a British research facility, a small group of London survivors are caught in a desperate struggle to protect themselves from the infected. Carried by animals and humans, the virus turns those it infects into homicidal maniacs -- and it's absolutely impossible to contain.",45.041,2002-10-31,en,7.224,6587
502425,Escape from Pretoria,False,"South Africa, 1978. Tim Jenkin and Stephen Lee, two white political activists from the African National Congress imprisoned by the apartheid regime, put a plan in motion to escape from the infamous Pretoria Prison.",13.329,2020-03-06,en,7.223,1283
73624,The Man from the Future,False,"Zero  is a brilliant scientist, but unfortunate because 20 years ago was publicly humiliated and lost in college Helena the love of his life. One day, an accidental experience with one of his inventions makes him travel in time, more precisely, to the past. After the chance to change his story, Zero returns to this totally changed.",5.246,2011-09-02,pt,7.223,350
43920,Dog Pound,False,Three juvenile delinquents arrive at a correctional center and are put under the care of an experienced guard.,13.128,2010-04-24,en,7.223,365
1818,Shoot the Piano Player,False,"Charlie is a former classical pianist who has changed his name and now plays jazz in a grimy Paris bar. When Charlie's brothers, Richard and Chico, surface and ask for Charlie's help while on the run from gangsters they have scammed, he aids their escape. Soon Charlie and Lena, a waitress at the same bar, face trouble when the gangsters arrive, looking for his brothers.",18.555,1960-11-25,fr,7.223,399
1538,Collateral,False,Cab driver Max picks up a man who offers him $600 to drive him around. But the promise of easy money sours when Max realizes his fare is an assassin.,40.856,2004-08-04,en,7.223,5486
560050,Over the Moon,False,"Fueled by memories of her mother, resourceful Fei Fei builds a rocket to the moon on a mission to prove the existence of a legendary moon goddess.",22.978,2020-10-16,en,7.222,1280
10086,Man Bites Dog,False,"The activities of rampaging, indiscriminate serial killer Ben are recorded by a willingly complicit documentary team, who eventually become his accomplices and active participants. Ben provides casual commentary on the nature of his work and arbitrary musings on topics of interest to him, such as music or the conditions of low-income housing, and even goes so far as to introduce the documentary crew to his family. But their reckless indulgences soon get the better of them.",15.893,1992-08-20,fr,7.2,895
2576,The Diary of Anne Frank,False,"The true, harrowing story of a young Jewish girl who, with her family and their friends, is forced into hiding in an attic in Nazi-occupied Amsterdam.",12.886,1959-03-18,en,7.222,344
504,Monster,False,"An emotionally scarred highway drifter shoots a sadistic trick who rapes her, and ultimately becomes America's first female serial killer.",28.612,2003-12-24,en,7.222,2264
401104,To the Bone,False,A young woman dealing with anorexia meets an unconventional doctor who challenges her to face her condition and embrace life.,15.412,2017-01-22,en,7.2,3450
571785,Time to Hunt,False,"Four young men want to leave their dystopian world behind and go to a distant paradise to execute a money robbery, a daring act that will have unexpected consequences.",10.484,2020-02-22,ko,7.22,309
75629,Evangelion: 3.0 You Can (Not) Redo,False,"Fourteen years after Third Impact, Shinji Ikari awakens to a world he does not remember. He hasn't aged. Much of Earth is laid in ruins, NERV has been dismantled, and people who he once protected have turned against him. Befriending the enigmatic Kaworu Nagisa, Shinji continues the fight against the angels and realizes the fighting is far from over, even when it could be against his former allies. The characters' struggles continue amidst the battles against the angels and each other, spiraling down to what could inevitably be the end of the world.",20.317,2012-11-17,ja,7.22,803
12622,Violent Cop,False,A detective breaks all rules of ethical conduct while investigating a colleague’s involvement in drug pushing and Yakuza activities.,10.322,1989-08-12,ja,7.22,371
10693,Peter Pan,False,"Leaving the safety of their nursery behind, Wendy, Michael and John follow Peter Pan to a magical world where childhood lasts forever. But while in Neverland, the kids must face Captain Hook and foil his attempts to get rid of Peter for good.",47.251,1953-02-05,en,7.2,5299
1621,Trading Places,False,A snobbish investor and a wily street con-artist find their positions reversed as part of a bet by two callous millionaires.,36.595,1983-06-07,en,7.22,3212
1110358,Yannick,False,"In the middle of a performance of the play ""Le Cocu"", a bad boulevard comedy at a Parisian theatre, Yannick gets up and interrupts the show to take the evening back in hand.",17.213,2023-08-02,fr,7.2,503
512895,Lady and the Tramp,False,"The love story between a pampered Cocker Spaniel named Lady and a streetwise mongrel named Tramp. Lady finds herself out on the street after her owners have a baby and is saved from a pack by Tramp, who tries to show her to live her life footloose and collar-free.",21.259,2019-11-12,en,7.219,1523
20246,The Stranger,False,"An investigator from the War Crimes Commission travels to Connecticut to find an infamous Nazi, who may be hiding out in a small town in the guise of a distinguished professor engaged to the Supreme Court Justice’s daughter.",12.469,1946-07-02,en,7.2,565
1640,Crash,False,"In post-Sept. 11 Los Angeles, tensions erupt when the lives of a Brentwood housewife, her district attorney husband, a Persian shopkeeper, two cops, a pair of carjackers and a Korean couple converge during a 36-hour period.",25.73,2005-05-06,en,7.2,3405
12554,Citizen X,False,"Based on the true story of a Russian serial killer who, over many years, claimed victim to over 50 people. His victims were mostly under the age of 17. In what was then a communists state, the police investigations were hampered by bureaucracy, incompetence and those in power. The story is told from the viewpoint of the detective in charge of the case.",10.99,1995-02-25,en,7.218,319
1594,A Shot in the Dark,False,"Inspector Jacques Clouseau, smitten with the accused maid Maria Gambrelli, unwittingly turns a straightforward murder investigation into a comedic series of mishaps, testing the patience of his irritable boss Charles Dreyfus as casualties mount.",22.296,1964-06-23,en,7.218,530
204436,Jack and the Cuckoo-Clock Heart,False,"In Scotland 1874, Jack is born on the coldest day ever. Because of the extreme cold, his heart stops beating. The responsible midwife in Edinburgh finds a way to save him by replacing his heart with a clock. So he lives and remains under the midwife's protective care. But he must not get angry or excited because that endangers his life by causing his clock to stop working. Worse than that, when he grows up, he has to face the fact he cannot fall in love because that too could stop his delicate heart.",13.999,2014-02-05,fr,7.217,700
6978,Big Trouble in Little China,False,"Jack Burton, a tough-talking truck driver, goes into a supernatural tailspin when his best friend's fiancée is kidnapped.",24.281,1986-05-30,en,7.2,2939
1254,"Don't Worry, I'm Fine",False,"A 19-year-old searches for her twin brother after he runs away from home, following a fight with their father.",8.799,2006-09-06,fr,7.217,557
917496,Beetlejuice Beetlejuice,False,"After a family tragedy, three generations of the Deetz family return home to Winter River. Still haunted by Beetlejuice, Lydia's life is turned upside down when her teenage daughter, Astrid, accidentally opens the portal to the Afterlife.",1237.297,2024-09-04,en,7.216,521
187022,A Touch of Sin,False,Four independent stories set in modern China about random acts of violence.,13.142,2013-10-04,zh,7.2,320
129112,Wadjda,False,An enterprising Saudi girl signs on for her school's Quran recitation competition as a way to raise the remaining funds she needs in order to buy the green bicycle that has captured her interest.,11.877,2012-08-31,ar,7.216,474
38684,Jane Eyre,False,"After a bleak childhood, Jane Eyre goes out into the world to become a governess. As she lives happily in her new position at Thornfield Hall, she meet the dark, cold, and abrupt master of the house, Mr. Rochester. Jane and her employer grow close in friendship and she soon finds herself falling in love with him. Happiness seems to have found Jane at last, but could Mr. Rochester's terrible secret be about to destroy it forever?",16.173,2011-03-11,en,7.216,1431
13368,White Christmas,False,Two talented song-and-dance men team up after the war to become one of the hottest acts in show business. In time they befriend and become romantically involved with the beautiful Haynes sisters who comprise a sister act.,19.501,1954-10-14,en,7.2,492
9576,Tootsie,False,"When struggling, out of work actor Michael Dorsey secretly adopts a female alter ego – Dorothy Michaels – in order to land a part in a daytime drama, he unwittingly becomes a feminist icon and ends up in a romantic pickle.",12.802,1982-12-17,en,7.216,1705
251,Ghost,False,"Even though Sam Wheat, the successful investment counsellor, still finds it difficult to express his deeper feelings for her after all these years, his young potter girlfriend, Molly Jensen, is the love of his life. However, a curious case of a systematic discrepancy will prepare the ground for a hideous urban homicide in one of Manhattan's dark alleys, trapping, seemingly forever, the unfortunate deceased's immortal soul in the realm of the mortals. With the condemned spirit unable to interact with the physical world--and as Molly's life, too, is in grave danger--Sam will have to turn to the spiritual medium, Oda Mae Brown, to warn and protect her. Can Oda and the ghost settle the unfinished business in time?",38.341,1990-07-13,en,7.216,5460
227,The Outsiders,False,"When two poor Greasers, Johnny and Ponyboy, are assaulted by a vicious gang, the Socs, and Johnny kills one of the attackers, tension begins to mount between the two rival gangs, setting off a turbulent chain of events.",27.49,1983-03-25,en,7.216,1323
338189,It's Only the End of the World,False,"Louis, a terminally ill writer, returns home after a long absence to tell his family that he is dying.",12.866,2016-08-26,fr,7.2,1585
287495,Labyrinth of Lies,False,A young prosecutor in postwar West Germany investigates a massive conspiracy to cover up the Nazi pasts of prominent public figures.,8.279,2014-11-06,de,7.215,563
44874,Barbie: A Fashion Fairytale,False,"Join Barbie in a colourful, modern-day fairytale filled with fashion, friends and fun! Barbie and her dog Sequin jet off to visit her Aunt's amazing fashion house in Paris, and much to her surprise it's about to be shut down forever. After she discovers three enchanting Flairies with sparkle-magic powers, Barbie comes up with a brilliant idea to save the business. She even inspires Alice, a shy fashion designer, and together they create a dazzling runway fashion show. Barbie shows that magic happens when you believe in yourself.",22.944,2010-09-14,en,7.215,748
28043,Black Sabbath,False,"Three short tales of supernatural horror. In “The Telephone,” a woman is plagued by threatening phone calls. In ""The Wurdalak,” a family is preyed upon by vampiric monsters. In “The Drop of Water,” a deceased medium wreaks havoc on the living.",5.75,1963-08-17,it,7.215,405
16136,Juice,False,"Four Harlem friends -- Bishop, Q, Steel and Raheem -- dabble in petty crime, but they decide to go big by knocking off a convenience store. Bishop, the magnetic leader of the group, has the gun. But Q has different aspirations. He wants to be a DJ and happens to have a gig the night of the robbery. Unfortunately for him, Bishop isn't willing to take no for answer in a game where everything's for keeps.",21.504,1992-01-17,en,7.215,383
2055,Open Range,False,A former gunslinger is forced to take up arms again when he and his cattle crew are threatened by a corrupt lawman.,15.484,2003-08-11,en,7.215,1046
1278,The Dreamers,False,"When Isabelle and Theo invite Matthew to stay with them, what begins as a casual friendship ripens into a sensual voyage of discovery and desire in which nothing is off limits and everything is possible.",32.979,2003-09-01,en,7.215,2810
23168,The Town,False,"Doug MacRay is a longtime thief, who, smarter than the rest of his crew, is looking for his chance to exit the game. When a bank job leads to the group kidnapping an attractive branch manager, he takes on the role of monitoring her – but their burgeoning relationship threatens to unveil the identities of Doug and his crew to the FBI Agent who is on their case.",35.561,2010-09-15,en,7.2,4943
10528,Sherlock Holmes,False,Eccentric consulting detective Sherlock Holmes and Doctor John Watson battle to bring down a new nemesis and unravel a deadly plot that could destroy England.,37.959,2009-12-23,en,7.214,13771
844,2046,False,Women enter and exit a science fiction author's life over the course of a few years after the author loses the woman he considers his one true love.,15.417,2004-10-29,zh,7.214,873
370964,I Am Dragon,False,"In the midst of the wedding princess Miroslava is kidnapped by a dragon and carried away into his castle on the remote island. Mira left everything behind in the past - family, friends and groom. Now the only things she had were a stone cage and a mysterious young man named Arman ... but who is he and what is he doing on that island? Miroslava will know the truth too late: loving a dragon will reveal the bitter truth - love is scary.",24.95,2015-12-03,ru,7.213,363
336845,Cleveland Abduction,False,"A single mother becomes Ariel Castro's first kidnapping victim, and finds herself trapped in his home with two other women for 11 years.",12.833,2015-05-02,en,7.213,366
257211,The Intern,False,"70-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin.",45.693,2015-09-23,en,7.2,6595
664300,Shiva Baby,False,"College student Danielle must cover her tracks when she unexpectedly runs into her sugar daddy at a shiva - with her parents, ex-girlfriend and family friends also in attendance.",12.972,2021-03-26,en,7.215,588
364689,Ferdinand,False,"Ferdinand, a little bull, prefers sitting quietly under a cork tree just smelling the flowers versus jumping around, snorting, and butting heads with other bulls. As Ferdinand grows big and strong, his temperament remains mellow, but one day five men come to choose the ""biggest, fastest, roughest bull"" for the bullfights in Madrid and Ferdinand is mistakenly chosen.  Based on the classic 1936 children's book by Munro Leaf.",40.399,2017-12-09,en,7.212,2805
11177,Mask,False,A boy with a massive facial skull deformity and his biker gang mother attempt to live as normal a life as possible under the circumstances.,20.717,1985-03-08,en,7.2,437
10198,The Princess and the Frog,False,"A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to face the same problem after she kisses him.",92.236,2009-12-08,en,7.211,5503
9701,North Country,False,"A fictionalized account of the first major successful sexual harassment case in the United States -- Jenson vs. Eveleth Mines, where a woman who endured a range of abuse while working as a miner filed and won the landmark 1984 lawsuit.",14.193,2005-02-12,en,7.212,627
436,Maria Full of Grace,False,A pregnant Colombian teenager becomes a drug mule to make some desperately needed money for her family.,9.473,2004-01-18,es,7.212,377
499932,The Devil All the Time,False,"In Knockemstiff, Ohio and its neighboring backwoods, sinister characters converge around young Arvin Russell as he fights the evil forces that threaten him and his family.",29.474,2020-09-11,en,7.211,3269
10625,Mean Girls,False,"Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.",75.298,2004-04-30,en,7.211,8616
651881,Bye Bye Morons,False,"When 43-year-old hairdresser Suze Trappet finds out that she's seriously ill, she decides to go looking for a child she was forced to abandon when she was only 15. On her madcap bureaucratic quest she crosses paths with JB, a 50-year-old man in the middle of a burnout, and Mr. Blin, a blind archivist prone to overenthusiasm. The unlikely trio set off on a hilarious and poignant helterskelter journey across the city in search of Suze's long-lost child.",10.741,2020-10-21,fr,7.21,828
329819,Standing Tall,False,The film tells the story of Malony and his education as he grows from a six-year-old into an 18-year-old. A minors’ judge and a caseworker work tirelessly to try to save the young offender.,6.089,2015-05-13,fr,7.21,461
623,A Fish Called Wanda,False,"While a diamond advocate attempts to steal a collection of diamonds, troubles arise when he realises he’s not the only one after the collection.",16.167,1988-07-15,en,7.2,2121
474395,Teen Titans Go! To the Movies,False,"All the major DC superheroes are starring in their own films, all but the Teen Titans, so Robin is determined to remedy this situation by getting over his role as a sidekick and becoming a movie star. Thus, with a few madcap ideas and an inspirational song in their hearts, the Teen Titans head to Hollywood to fulfill their dreams.",21.949,2018-07-27,en,7.2,1094
70160,The Hunger Games,False,"Every year in the ruins of what was once North America, the nation of Panem forces each of its twelve districts to send a teenage boy and girl to compete in the Hunger Games.  Part twisted entertainment, part government intimidation tactic, the Hunger Games are a nationally televised event in which “Tributes” must fight with one another until one survivor remains.  Pitted against highly-trained Tributes who have prepared for these Games their entire lives, Katniss is forced to rely upon her sharp instincts as well as the mentorship of drunken former victor Haymitch Abernathy.  If she’s ever to return home to District 12, Katniss must make impossible choices in the arena that weigh survival against humanity and life against love. The world will be watching.",36.808,2012-03-12,en,7.209,21743
34433,Dragon Ball Z: Broly – The Legendary Super Saiyan,False,"While the Saiyan Paragus persuades Vegeta to rule a new planet, King Kai alerts Goku of the South Galaxy's destruction by an unknown Super Saiyan.",55.243,1993-03-06,ja,7.209,889
10772,Django,False,A coffin-dragging gunslinger and a prostitute become embroiled in a bitter feud between a merciless masked clan and a band of Mexican revolutionaries.,20.086,1966-04-06,it,7.2,882
10452,Queen Margot,False,"Paris, Kingdom of France, August 18, 1572. To avoid the outbreak of a religious war, the Catholic princess Marguerite de Valois, sister of the feeble King Charles IX, marries the Huguenot King Henry III of Navarre.",17.587,1994-05-13,fr,7.2,359
5902,A Bridge Too Far,False,The story of Operation Market Garden—a failed attempt by the allies in the latter stages of WWII to end the war quickly by securing three bridges in Holland allowing access over the Rhine into Germany. A combination of poor allied intelligence and the presence of two crack German panzer divisions meant that the final part of this operation (the bridge in Arnhem over the Rhine) was doomed to failure.,25.251,1977-06-15,en,7.2,799
1878,Fear and Loathing in Las Vegas,False,"Raoul Duke and his attorney Dr. Gonzo drive a red convertible across the Mojave desert to Las Vegas with a suitcase full of drugs to cover a motorcycle race. As their consumption of drugs increases at an alarming rate, the stoned duo trash their hotel room and fear legal repercussions. Duke begins to drive back to L.A., but after an odd run-in with a cop, he returns to Sin City and continues his wild drug binge.",31.968,1998-05-19,en,7.209,4520
900667,One Piece Film Red,False,"Uta — the most beloved singer in the world. Her voice, which she sings with while concealing her true identity, has been described as “otherworldly.” She will appear in public for the first time at a live concert. As the venue fills with all kinds of Uta fans — excited pirates, the Navy watching closely, and the Straw Hats led by Luffy who simply came to enjoy her sonorous performance — the voice that the whole world has been waiting for is about to resound.",88.879,2022-08-06,ja,7.208,982
50348,The Lincoln Lawyer,False,A lawyer conducts business from the back of his Lincoln town car while representing a high-profile client in Beverly Hills.,23.101,2011-03-17,en,7.208,3183
34134,Barbie in A Mermaid Tale,False,"Barbie stars as Merliah, a surfer who learns a shocking secret: she's a mermaid! She and her dolphin friend set out for an undersea adventure to rescue her mother, the queen of Oceana.",21.54,2010-01-25,en,7.2,749
6479,I Am Legend,False,"Robert Neville is a scientist who was unable to stop the spread of the terrible virus that was incurable and man-made. Immune, Neville is now the last human survivor in what is left of New York City and perhaps the world. For three years, Neville has faithfully sent out daily radio messages, desperate to find any other survivors who might be out there. But he is not alone.",59.88,2007-12-12,en,7.2,15526
581734,Nomadland,False,"A woman in her sixties embarks on a journey through the western United States after losing everything in the Great Recession, living as a van-dwelling modern-day nomad.",19.524,2021-01-29,en,7.207,2924
348657,Woman at War,False,Halla declares a one-woman-war on the local aluminium industry. She is prepared to risk everything to protect the pristine Icelandic Highlands she loves… Until an orphan unexpectedly enters her life.,6.519,2018-05-22,is,7.207,391
